,instr,class,nb.repeat,attendance,difficulty,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28
3491,3,5,1,1,4,4,4,3,4,5,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,4,5,3,4,4,4,3,4
3492,3,5,1,3,1,2,2,4,3,3,3,4,2,1,2,3,3,4,4,4,2,4,3,3,4,4,4,3,2,4,4,2,4
3493,3,5,1,1,5,1,1,1,1,2,2,2,2,3,3,2,2,3,3,3,3,4,3,3,3,4,4,2,4,4,2,4,4
3496,3,5,1,3,4,1,4,2,1,4,4,4,1,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3497,3,5,1,3,2,2,2,2,4,2,4,2,2,2,2,2,2,4,4,4,3,4,3,4,3,3,3,2,2,3,2,2,3
3498,3,5,1,4,3,1,2,2,3,2,4,3,1,1,1,1,1,3,3,3,2,4,3,2,2,4,3,4,1,4,4,3,4
3504,3,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1
3506,3,5,1,4,1,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4
3510,3,5,1,3,5,2,2,3,2,3,3,3,3,2,3,1,1,4,4,4,3,5,4,4,4,4,4,2,2,4,2,2,2
3513,3,5,1,4,3,1,1,2,2,2,2,2,1,1,1,2,1,2,3,2,1,4,1,2,3,2,3,2,2,2,1,2,1
3515,3,5,1,3,4,3,4,4,4,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,4,5,5,4,5
3519,3,5,1,3,3,4,4,4,4,4,2,2,2,2,3,1,1,3,3,4,3,4,3,3,4,4,4,4,4,4,4,3,4
3520,3,5,1,3,4,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5
3521,3,5,1,2,2,3,3,3,3,3,3,3,3,1,2,3,3,4,4,4,3,4,3,4,3,3,3,3,3,3,3,3,4
3522,3,5,1,2,3,3,3,3,3,3,3,3,3,4,3,3,2,4,4,4,4,3,2,4,4,4,4,4,4,4,4,3,4
3523,3,5,1,1,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3529,3,5,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4
3530,3,5,1,3,4,2,3,2,3,2,3,2,3,2,3,3,3,4,4,4,3,4,3,2,3,4,3,4,3,2,3,3,3
3531,3,5,1,4,4,2,3,4,5,2,5,3,3,4,3,5,3,4,4,5,2,5,4,3,4,5,5,3,3,5,4,3,4
3534,3,5,1,3,4,4,4,4,4,4,4,3,4,4,4,5,3,4,4,4,4,4,4,4,5,5,5,4,4,5,4,4,4
3535,3,5,1,3,5,4,3,4,3,2,2,3,3,1,3,1,3,3,3,3,2,3,1,1,3,4,4,2,3,2,3,2,4
3538,3,5,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,4,4,3,4,5,5,2
3542,3,5,1,4,3,2,2,2,2,2,3,2,2,2,2,3,3,4,4,3,3,4,4,3,3,5,4,2,2,4,4,2,4
3545,3,5,1,1,4,3,4,3,4,2,3,3,2,1,1,1,1,4,4,4,3,4,3,2,4,4,4,2,2,4,4,2,4
3547,3,5,1,2,3,1,1,3,3,3,3,3,3,3,3,1,1,1,3,2,2,3,2,1,3,3,3,2,2,3,3,3,3
3550,3,5,1,3,4,3,3,2,3,2,3,3,2,3,2,3,1,5,5,5,3,5,3,3,5,3,2,2,2,3,3,2,4
3551,3,5,1,1,5,1,3,3,2,2,2,2,2,3,1,1,1,2,2,2,3,3,3,2,3,2,3,2,3,3,2,4,4
3557,3,5,1,3,5,1,2,1,2,3,4,1,3,1,2,1,1,2,2,3,2,5,1,2,5,5,5,3,2,4,1,1,5
3558,3,5,1,2,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3561,3,5,1,3,3,3,3,3,2,3,3,3,1,1,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3
3564,3,5,1,3,4,5,5,5,5,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4
3565,3,5,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3567,3,5,1,3,4,1,1,1,1,2,3,3,3,2,4,3,1,1,3,3,1,3,1,1,2,2,4,1,1,3,3,3,3
3573,3,5,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3576,3,5,1,3,3,1,4,3,1,3,4,1,1,1,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3577,3,5,1,2,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3585,3,5,1,4,5,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,4,3,2,2,2,4,2,2,4,2,1,2
3588,3,5,1,4,5,2,3,3,3,3,4,2,2,3,2,3,2,3,3,3,3,4,2,4,2,2,2,2,1,1,1,1,3
3589,3,5,1,3,5,4,4,2,5,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3590,3,5,1,3,4,2,3,4,5,4,3,2,1,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3591,3,5,1,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,2,4,3,1,3,5,3,4,3,4,3
3594,3,5,1,2,3,2,2,3,2,2,2,2,2,2,3,4,4,3,3,4,3,4,4,3,3,3,4,3,3,3,3,2,3
3595,3,5,1,2,5,2,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3596,3,5,1,3,3,2,3,3,2,2,3,2,2,4,3,4,3,3,4,4,3,5,2,4,4,3,3,2,2,3,3,4,4
3599,3,5,1,3,4,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3600,3,5,1,1,3,1,2,2,3,3,2,2,1,1,2,1,2,4,4,4,2,5,4,3,3,4,4,3,3,4,3,3,4
3603,3,5,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3604,3,5,1,3,4,4,3,2,3,3,3,2,2,3,2,2,2,4,4,4,3,4,4,3,4,4,4,4,4,4,3,3,3
3605,3,5,1,4,3,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3607,3,5,1,4,5,4,4,3,4,3,4,2,2,3,2,3,4,4,4,3,3,5,4,4,4,4,4,4,4,4,2,1,4
3610,3,5,1,3,4,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3612,3,5,1,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5
3614,3,5,1,3,3,2,3,3,4,3,3,1,1,3,3,2,2,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4
3616,3,5,1,3,1,2,2,4,2,4,4,4,4,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3620,3,5,1,3,4,2,4,4,4,4,4,1,2,3,3,2,2,4,4,4,3,4,3,3,4,4,4,4,2,5,4,5,5
3629,3,5,1,2,5,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3
3632,3,5,1,2,4,1,4,4,3,3,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3633,3,5,1,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3640,3,5,1,3,3,2,4,4,4,4,4,2,2,3,3,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
3642,3,5,1,3,4,2,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5
3645,3,5,1,2,4,1,3,5,4,5,5,1,5,4,5,4,2,5,5,5,5,5,4,5,5,4,4,3,1,5,5,4,5
3651,3,5,1,1,4,2,1,3,2,4,4,2,3,1,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3654,3,5,1,3,5,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,4,5,5,5,4,5,5,3,3,4
3655,3,5,3,4,4,2,5,5,2,4,5,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3659,3,5,1,1,4,3,4,3,3,3,5,3,2,2,2,1,2,4,4,4,3,4,3,4,4,3,3,3,2,4,3,3,1
3661,3,5,1,3,4,3,3,2,4,3,3,3,3,2,3,1,2,3,3,4,4,4,2,3,3,3,3,3,3,3,3,3,3
3663,3,5,1,1,4,3,3,3,4,3,3,2,2,1,2,1,2,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
3668,3,5,1,4,3,4,4,4,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4
3671,3,5,1,1,5,2,4,3,3,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3672,3,5,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3
3676,3,5,1,3,4,3,4,4,4,4,3,3,3,4,4,4,3,4,3,3,3,3,3,4,4,4,5,1,2,2,3,4,4
3678,3,5,1,3,4,3,4,4,3,4,4,3,4,5,5,5,3,4,5,5,4,3,4,4,3,4,5,4,3,4,5,5,5
3683,3,5,1,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3685,3,5,1,2,5,2,1,2,3,2,3,1,1,3,1,1,1,4,4,3,1,3,4,2,1,2,1,1,1,3,1,1,4
3698,3,5,1,3,4,4,4,3,4,4,3,2,3,3,3,3,3,4,4,4,4,3,4,4,3,4,4,4,3,4,4,3,3
3700,3,5,1,2,3,3,3,4,4,4,4,2,3,3,3,3,3,4,4,4,4,4,2,3,4,3,3,3,3,3,2,2,2
3703,3,5,2,1,3,3,4,2,2,2,2,2,2,2,3,4,4,3,3,3,3,4,3,3,2,2,2,2,2,3,3,3,3
3706,3,5,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2
3713,3,5,1,2,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,1,4
3717,3,5,1,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3718,3,5,1,2,4,2,3,5,3,3,3,2,2,3,3,3,3,3,4,2,3,3,2,3,2,3,3,2,5,2,3,3,2
3720,3,5,1,3,3,2,3,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3721,3,5,1,2,3,2,3,2,3,4,3,2,4,3,3,4,3,4,5,3,3,2,2,4,3,4,3,4,3,3,4,5,4
3722,3,5,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3724,3,5,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3726,3,5,1,3,3,5,5,5,5,5,5,5,4,5,3,5,5,5,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5
3728,3,5,1,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3730,3,5,1,1,5,3,3,3,3,2,2,2,2,4,2,3,2,3,4,3,2,5,2,4,3,3,3,3,3,4,4,5,4
3733,3,5,1,2,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,1,1,1,1
3736,3,5,1,1,3,3,4,3,4,4,4,4,3,3,3,3,3,4,4,3,5,2,3,4,3,2,3,3,3,4,4,3,5
3738,3,5,1,1,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,2,2,2
3739,3,5,2,3,1,2,2,2,2,2,3,2,3,2,2,2,2,3,2,3,4,3,2,2,3,5,3,2,3,2,2,2,3
3741,3,5,1,1,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3742,3,5,1,2,5,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3743,3,5,1,1,4,4,5,5,5,4,4,4,5,4,5,4,5,4,4,4,4,4,4,5,5,5,4,4,4,5,4,3,3
3748,3,5,1,2,3,3,3,3,3,3,4,3,2,2,3,3,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4
3749,3,5,1,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3750,3,5,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,5,1,4,4,4,4,4,4,4,4,4,4,4
3754,3,5,1,2,3,2,2,3,2,3,4,3,3,2,3,2,2,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3
3755,3,5,1,2,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3767,3,5,1,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3768,3,5,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,4,4
3773,3,5,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4
3777,3,5,1,2,4,3,3,2,2,3,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3779,3,5,1,3,5,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3781,3,5,1,1,4,1,1,3,2,2,3,3,2,1,3,1,1,4,4,4,2,4,1,4,4,4,4,2,3,4,3,2,4
3784,3,5,1,2,4,4,4,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,4,4,5,4,4,4,4,4,4
3785,3,5,1,1,3,4,3,4,3,5,4,3,4,3,2,4,3,4,3,2,5,3,4,3,4,4,3,4,5,3,3,4,4
3786,3,5,1,3,4,5,3,1,2,3,2,2,3,4,2,2,1,4,4,3,3,5,3,5,3,4,4,4,2,5,4,4,2
3790,3,5,1,3,3,2,2,3,4,4,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3793,3,5,1,1,5,3,3,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3
3795,3,5,1,3,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3797,3,5,1,2,3,4,4,4,4,4,4,4,4,4,4,2,3,4,4,4,4,4,4,4,5,5,5,4,4,5,4,4,5
3800,3,5,1,2,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3801,3,5,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5
3803,3,5,1,2,3,5,4,4,5,3,4,4,4,5,4,3,4,4,4,4,5,4,3,3,3,3,4,4,2,4,4,4,3
3804,3,5,1,2,5,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3805,3,5,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2
3806,3,5,1,2,3,2,4,3,4,2,3,3,2,3,3,2,1,5,5,5,2,5,3,4,4,4,4,4,4,3,5,1,4
3807,3,5,1,3,4,2,3,4,2,4,4,4,4,4,4,3,2,4,5,5,4,5,4,5,5,4,4,4,4,5,4,4,4
3808,3,5,1,3,5,4,1,2,5,2,1,1,1,3,1,1,1,3,4,4,1,5,1,1,4,4,2,1,1,1,1,1,4
3810,3,5,1,3,5,5,5,5,5,5,5,4,3,2,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3816,3,5,1,3,5,2,3,3,4,2,2,2,1,2,2,2,2,2,3,3,3,2,2,2,3,2,2,2,2,3,2,2,3
3821,3,5,1,2,4,4,4,4,3,4,2,4,3,4,3,4,3,4,4,5,3,2,4,3,5,3,4,4,3,4,5,4,3
3822,3,5,1,3,4,3,3,2,4,4,2,3,4,3,3,1,2,4,4,4,2,5,3,3,3,3,4,3,2,3,3,2,4
3824,3,5,1,4,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3826,3,5,1,3,5,3,2,2,4,3,3,3,3,4,4,3,3,4,4,4,3,4,3,4,3,4,3,4,3,4,4,4,4
3827,3,5,1,3,5,5,5,1,5,3,3,3,3,1,3,2,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
3830,3,5,1,2,3,1,3,4,1,3,3,1,3,2,2,4,2,4,3,4,2,4,1,1,2,3,5,2,2,4,3,1,5
3834,3,5,2,3,5,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,3,2,2,1,3,2,2,2,2
3835,3,5,2,1,4,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,3,2,1,1,1,1,1,2,1
3837,3,5,2,4,5,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3839,3,5,1,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3842,3,5,1,2,4,3,3,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,2,2
3844,3,5,1,1,3,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4
3845,3,5,1,3,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3846,3,5,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,4,5,4,5,4,5,4,4,4,4
3847,3,5,1,3,3,2,4,4,4,4,4,4,3,3,4,3,3,3,4,4,3,4,3,4,4,3,4,2,3,4,4,4,4
3848,3,5,1,2,5,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3854,3,5,1,2,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,4,1,3,1,3,3,1,1,3,3,1,1,1,1
3857,3,5,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3860,3,5,1,3,4,3,3,3,3,3,3,3,3,3,3,3,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3862,3,5,1,3,2,5,4,5,5,4,5,3,4,5,4,5,4,5,4,5,4,5,4,5,4,5,4,4,4,4,4,5,5
3863,3,5,1,2,3,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3864,3,5,1,3,4,4,4,4,4,4,4,3,4,4,4,4,3,4,3,4,4,4,3,5,5,4,4,4,3,3,3,4,4
3865,3,5,1,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
3866,3,5,1,4,5,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3868,3,5,1,2,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5
3873,3,5,1,1,4,2,3,2,3,3,2,2,2,3,2,2,2,4,4,4,4,4,3,4,4,4,2,3,2,4,4,3,2
3878,3,5,1,2,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3881,3,5,1,3,3,1,4,4,4,3,4,2,2,2,3,1,1,4,4,4,3,3,2,3,4,3,4,3,3,3,3,3,3
3882,3,5,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
3883,3,5,1,2,4,2,3,1,2,2,3,2,1,4,2,1,1,3,3,3,1,3,2,2,2,2,3,2,3,2,3,2,3
3884,3,5,1,3,4,2,4,4,2,3,3,2,2,4,3,4,4,5,5,5,3,4,3,4,4,3,4,3,3,5,4,3,4
3885,3,5,1,1,2,5,5,4,2,2,3,2,2,3,2,3,2,2,2,3,3,2,2,2,3,2,2,3,2,3,2,3,2
3886,3,5,1,1,4,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3887,3,5,1,1,3,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3891,3,5,1,3,4,1,2,3,4,5,5,4,3,2,1,2,3,4,5,5,4,3,2,1,1,2,3,4,5,5,4,3,2
3896,3,5,1,1,4,4,4,5,4,4,4,4,4,4,4,4,3,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5
3897,3,5,1,1,5,1,1,1,1,1,1,1,1,2,3,1,2,2,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2
3898,3,5,1,1,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3900,3,5,1,2,4,2,3,3,3,2,4,3,2,2,3,3,1,2,3,4,3,4,2,1,1,2,3,2,2,4,3,2,4
3901,3,5,1,1,3,4,3,4,4,4,4,4,4,3,4,3,3,4,4,4,4,5,2,2,3,3,3,3,3,4,4,4,4
3903,3,5,1,2,3,5,5,5,5,5,4,4,4,4,5,5,5,4,3,4,4,4,4,3,3,4,4,3,4,4,4,4,4
3904,3,5,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3907,3,5,1,3,3,2,4,4,3,4,4,4,4,2,4,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3908,3,5,1,1,3,3,3,2,3,3,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3909,3,5,1,4,3,4,4,4,4,4,3,3,3,4,3,3,4,4,4,4,4,4,3,3,4,4,3,3,3,4,4,4,4
3910,3,5,1,3,4,2,1,2,2,1,2,3,2,1,2,3,3,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,2
3911,3,5,1,2,4,3,3,3,3,1,2,1,2,3,1,1,1,3,3,4,1,4,1,1,4,3,4,3,3,4,3,2,4
3912,3,5,1,1,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3914,3,5,1,3,5,1,1,1,1,1,3,3,3,2,1,1,1,4,3,3,2,2,3,1,1,1,1,1,1,3,2,1,2
3917,3,5,1,3,3,3,3,4,3,3,4,3,3,5,4,4,3,2,2,3,2,3,1,1,2,1,2,1,2,2,2,2,1
3920,3,5,1,1,5,4,4,4,4,4,4,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3921,3,5,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3922,3,5,1,2,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3923,3,5,1,2,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3929,3,5,1,1,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3930,3,5,1,1,3,3,3,2,4,4,4,4,4,2,2,1,1,3,3,4,3,4,3,1,2,1,1,1,2,2,1,1,1
3931,3,5,1,3,4,3,3,4,4,4,4,4,4,4,3,2,1,4,4,4,3,4,4,4,4,3,4,4,4,5,4,2,5
3935,3,5,1,1,5,1,1,2,2,2,3,3,3,2,2,2,3,3,2,1,2,2,3,3,3,2,2,2,2,3,2,2,3
3936,3,5,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3
3937,3,5,1,3,4,4,4,4,1,4,4,1,4,4,4,4,4,5,5,5,5,5,5,3,4,3,5,5,5,5,1,3,3
3940,3,5,1,1,4,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
3944,3,5,1,1,4,3,4,2,1,4,2,4,4,1,2,4,4,4,4,4,4,3,3,4,4,4,2,4,2,4,4,2,2
3947,3,5,1,4,5,4,4,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3949,3,5,1,4,4,4,4,4,4,3,3,3,2,3,2,2,2,4,4,3,3,5,3,3,4,3,4,3,3,4,4,3,5
3950,3,5,1,4,3,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3951,3,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3953,3,5,1,3,4,4,5,4,3,4,4,4,4,5,3,4,4,4,4,4,4,5,5,5,5,4,4,4,5,5,4,5,5
3954,3,5,1,4,5,3,4,2,3,2,3,3,3,5,2,3,2,3,4,3,3,5,3,3,3,3,4,3,3,4,3,2,4
3959,3,5,1,3,3,2,5,2,4,4,2,2,2,4,2,3,2,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4
3960,3,5,1,3,4,2,2,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3962,3,5,1,2,4,1,1,1,1,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3963,3,5,1,4,4,5,3,4,3,5,3,4,4,3,5,3,4,5,4,3,3,4,5,4,3,3,4,5,5,4,3,4,5
3965,3,5,1,3,3,3,3,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4,4,2,4,4,4,4,4,4,4,3,4
3967,3,8,3,3,4,1,3,4,2,3,4,2,2,2,3,4,4,4,5,4,4,4,4,4,4,4,4,3,3,4,3,3,4
3968,3,8,3,1,2,1,1,3,1,1,1,1,1,4,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3969,3,8,2,3,4,1,1,3,1,3,2,1,1,4,1,3,1,4,3,4,4,4,4,4,3,5,5,3,3,4,3,4,5
3970,3,8,1,1,3,1,1,2,2,2,4,3,2,3,2,4,3,2,4,3,3,4,3,4,4,4,4,1,2,2,3,4,3
